Bulan,Product Name,Customer Name,Jenis Produk,Total Penjualan
11,Gumbär Gummibärchen,Richter Supermarkt,Confections,999.36
11,Wimmers gute Semmelknödel,Ernst Handel,Grains/Cereals,931
11,Boston Crab Meat,Vaffeljernet,Seafood,920
11,Rössle Sauerkraut,Berglunds snabbköp,Produce,912
11,Gudbrandsdalsost,Bon app',Dairy Products,900
11,Chai,LINO-Delicateses,Beverages,900
11,Gudbrandsdalsost,Eastern Connection,Dairy Products,864
11,Manjimup Dried Apples,Bon app',Produce,848
11,Louisiana Fiery Hot Pepper Sauce,Hungry Owl All-Night Grocers,Condiments,842
11,Wimmers gute Semmelknödel,Save-a-lot Markets,Grains/Cereals,798
11,Alice Mutton,Reggiani Caseifici,Meat/Poultry,780
11,Pavlova,Seven Seas Imports,Confections,778.4
11,Chartreuse verte,QUICK-Stop,Beverages,777.6
11,Nord-Ost Matjeshering,Richter Supermarkt,Seafood,776.7
11,Grandma's Boysenberry Spread,Gourmet Lanchonetes,Condiments,750
11,Ikura,LILA-Supermercado,Seafood,744
11,Boston Crab Meat,Save-a-lot Markets,Seafood,736
11,Chartreuse verte,Familia Arquibaldo,Beverages,720
11,Gudbrandsdalsost,Split Rail Beer & Ale,Dairy Products,720
11,Gorgonzola Telino,Seven Seas Imports,Dairy Products,700
11,Valkoinen suklaa,LINO-Delicateses,Confections,650
11,Steeleye Stout,White Clover Markets,Beverages,630
11,Chef Anton's Cajun Seasoning,White Clover Markets,Condiments,616
11,Gnocchi di nonna Alice,Rattlesnake Canyon Grocery,Grains/Cereals,608
11,Outback Lager,Richter Supermarkt,Beverages,600
11,Teatime Chocolate Biscuits,QUICK-Stop,Confections,584
11,Gudbrandsdalsost,Die Wandernde Kuh,Dairy Products,576
11,Gnocchi di nonna Alice,Island Trading,Grains/Cereals,570
11,Sirop d'érable,Let's Stop N Shop,Condiments,570
11,Maxilaku,Blondesddsl père et fils,Confections,560
11,NuNuCa Nuß-Nougat-Creme,Bon app',Confections,560
11,Raclette Courdavault,Reggiani Caseifici,Dairy Products,550
11,Chef Anton's Cajun Seasoning,Eastern Connection,Condiments,550
11,Gnocchi di nonna Alice,White Clover Markets,Grains/Cereals,532
11,Gudbrandsdalsost,La maison d'Asie,Dairy Products,518.4
11,Camembert Pierrot,Queen Cozinha,Dairy Products,510
11,Rössle Sauerkraut,Ernst Handel,Produce,473.2
11,Tarte au sucre,Chop-suey Chinese,Confections,443.7
11,Sasquatch Ale,Save-a-lot Markets,Beverages,420
11,Filo Mix,Richter Supermarkt,Grains/Cereals,420
11,Queso Cabrales,Antonio Moreno Taquería,Dairy Products,403.2
11,Sasquatch Ale,Vaffeljernet,Beverages,403.2
11,Sir Rodney's Scones,Chop-suey Chinese,Confections,400
11,Gumbär Gummibärchen,LILA-Supermercado,Confections,398.4
11,Tunnbröd,Save-a-lot Markets,Grains/Cereals,396
11,Thüringer Rostbratwurst,Pericles Comidas clásicas,Meat/Poultry,396
11,Vegie-spread,Piccolo und mehr,Condiments,395.1
11,Singaporean Hokkien Fried Mee,Chop-suey Chinese,Grains/Cereals,392
11,Ravioli Angelo,Around the Horn,Grains/Cereals,390
11,Ravioli Angelo,Ernst Handel,Grains/Cereals,390
11,Nord-Ost Matjeshering,Gourmet Lanchonetes,Seafood,388.35
11,Nord-Ost Matjeshering,Queen Cozinha,Seafood,388.35
11,Raclette Courdavault,Save-a-lot Markets,Dairy Products,385
11,Rogede sild,Wartian Herkku,Seafood,380
11,Rogede sild,White Clover Markets,Seafood,380
11,Inlagd Sill,Split Rail Beer & Ale,Seafood,380
11,Gnocchi di nonna Alice,Reggiani Caseifici,Grains/Cereals,380
11,Tofu,Berglunds snabbköp,Produce,372
11,Lakkalikööri,Bon app',Beverages,360
11,Lakkalikööri,Gourmet Lanchonetes,Beverages,360
11,Jack's New England Clam Chowder,Piccolo und mehr,Seafood,337.75
11,Spegesild,Around the Horn,Seafood,336
11,Raclette Courdavault,Island Trading,Dairy Products,330
11,Valkoinen suklaa,Richter Supermarkt,Confections,325
11,Mascarpone Fabioli,Ana Trujillo Emparedados y helados,Dairy Products,320
11,Gula Malacca,QUICK-Stop,Condiments,311.2
11,Inlagd Sill,La maison d'Asie,Seafood,304
11,Gorgonzola Telino,Die Wandernde Kuh,Dairy Products,300
11,Sir Rodney's Scones,LINO-Delicateses,Confections,300
11,Pâté chinois,Queen Cozinha,Meat/Poultry,288
11,Chang,Around the Horn,Beverages,285
11,Zaanse koeken,Bon app',Confections,285
11,Ravioli Angelo,Bon app',Grains/Cereals,273
11,Pavlova,Bon app',Confections,261.75
11,Louisiana Fiery Hot Pepper Sauce,Vaffeljernet,Condiments,252
11,Mozzarella di Giovanni,QUICK-Stop,Dairy Products,243.6
11,Pâté chinois,Die Wandernde Kuh,Meat/Poultry,230.4
11,Rössle Sauerkraut,White Clover Markets,Produce,228
11,Röd Kaviar,Richter Supermarkt,Seafood,225
11,Camembert Pierrot,LILA-Supermercado,Dairy Products,217.6
11,Chai,Die Wandernde Kuh,Beverages,216
11,Louisiana Fiery Hot Pepper Sauce,Bon app',Condiments,210.5
11,Queso Cabrales,Piccolo und mehr,Dairy Products,201.6
11,Gorgonzola Telino,Drachenblut Delikatessen,Dairy Products,200
11,Aniseed Syrup,Bottom-Dollar Markets,Condiments,200
11,Valkoinen suklaa,La maison d'Asie,Confections,195
11,Tunnbröd,Die Wandernde Kuh,Grains/Cereals,180
11,Lakkalikööri,Island Trading,Beverages,180
11,Filo Mix,Berglunds snabbköp,Grains/Cereals,175
11,Chai,Pericles Comidas clásicas,Beverages,172.8
11,Lakkalikööri,Drachenblut Delikatessen,Beverages,172.8
11,Louisiana Fiery Hot Pepper Sauce,Ernst Handel,Condiments,168
11,Tourtière,Blondesddsl père et fils,Meat/Poultry,165.2
11,Rhönbräu Klosterbier,Hungry Owl All-Night Grocers,Beverages,155
11,Chai,North/South,Beverages,144
11,Tourtière,Bon app',Meat/Poultry,141.6
11,Tourtière,Split Rail Beer & Ale,Meat/Poultry,141.6
11,Filo Mix,Vins et alcools Chevalier,Grains/Cereals,126
11,Tourtière,Furia Bacalhau e Frutos do Mar,Meat/Poultry,118
11,Tofu,Wartian Herkku,Produce,116.25
11,Jack's New England Clam Chowder,Vins et alcools Chevalier,Seafood,115.8
11,Inlagd Sill,Vins et alcools Chevalier,Seafood,114
11,NuNuCa Nuß-Nougat-Creme,Familia Arquibaldo,Confections,112
11,Sasquatch Ale,La maison d'Asie,Beverages,112
11,Boston Crab Meat,Queen Cozinha,Seafood,110.4
11,Gudbrandsdalsost,North/South,Dairy Products,108
11,Tourtière,Vaffeljernet,Meat/Poultry,106.2
11,Queso Cabrales,Eastern Connection,Dairy Products,105
11,Singaporean Hokkien Fried Mee,QUICK-Stop,Grains/Cereals,100.8
11,Jack's New England Clam Chowder,Ernst Handel,Seafood,100.1
11,Gorgonzola Telino,Piccolo und mehr,Dairy Products,100
11,Guaraná Fantástica,Around the Horn,Beverages,90
11,Flotemysost,Eastern Connection,Dairy Products,86
11,Louisiana Fiery Hot Pepper Sauce,Galería del gastrónomo,Condiments,84
11,Scottish Longbreads,Split Rail Beer & Ale,Confections,75
11,Rhönbräu Klosterbier,Drachenblut Delikatessen,Beverages,74.4
11,Original Frankfurter grüne Soße,Vaffeljernet,Condiments,72.8
11,Boston Crab Meat,Familia Arquibaldo,Seafood,58.8
11,Boston Crab Meat,Magazzini Alimentari Riuniti,Seafood,55.2
11,Pavlova,Spécialités du monde,Confections,52.35
11,Original Frankfurter grüne Soße,Galería del gastrónomo,Condiments,52
11,Longlife Tofu,Franchi S.p.A.,Produce,50
11,Sir Rodney's Scones,Ernst Handel,Confections,40
11,Rogede sild,Franchi S.p.A.,Seafood,38
11,Gorgonzola Telino,Bon app',Dairy Products,37.5
11,Rhönbräu Klosterbier,Familia Arquibaldo,Beverages,37.2
11,Konbu,Chop-suey Chinese,Seafood,36
11,Guaraná Fantástica,Furia Bacalhau e Frutos do Mar,Beverages,36
11,Guaraná Fantástica,La maison d'Asie,Beverages,36
11,Original Frankfurter grüne Soße,Let's Stop N Shop,Condiments,26
11,Konbu,Vins et alcools Chevalier,Seafood,24
12,Côte de Blaye,Queen Cozinha,Beverages,8432
12,Manjimup Dried Apples,Ernst Handel,Produce,6360
12,Alice Mutton,Ernst Handel,Meat/Poultry,2652
12,Côte de Blaye,The Big Cheese,Beverages,2635
12,Thüringer Rostbratwurst,La maison d'Asie,Meat/Poultry,2475.8
12,Thüringer Rostbratwurst,Bólido Comidas preparadas,Meat/Poultry,2475.8
12,Chartreuse verte,Ernst Handel,Beverages,2340
12,Pâté chinois,Save-a-lot Markets,Meat/Poultry,2304
12,Gnocchi di nonna Alice,Folk och fä HB,Grains/Cereals,2280
12,Thüringer Rostbratwurst,Lehmanns Marktstand,Meat/Poultry,2228.22
12,Thüringer Rostbratwurst,Split Rail Beer & Ale,Meat/Poultry,1980
12,Camembert Pierrot,Queen Cozinha,Dairy Products,1904
12,Carnarvon Tigers,Folies gourmandes,Seafood,1875
12,Perth Pasties,HILARION-Abastos,Meat/Poultry,1834
12,Rössle Sauerkraut,Seven Seas Imports,Produce,1822.4
12,Sir Rodney's Marmalade,Berglunds snabbköp,Confections,1814.4
12,Schoggi Schokolade,Maison Dewey,Confections,1756
12,Gumbär Gummibärchen,Save-a-lot Markets,Confections,1743
12,Thüringer Rostbratwurst,Frankenversand,Meat/Poultry,1733.06
12,Louisiana Fiery Hot Pepper Sauce,QUICK-Stop,Condiments,1684
12,Gorgonzola Telino,Ernst Handel,Dairy Products,1675
12,Manjimup Dried Apples,Simons bistro,Produce,1590
12,Alice Mutton,Bólido Comidas preparadas,Meat/Poultry,1560
12,Manjimup Dried Apples,Folk och fä HB,Produce,1484
12,Gudbrandsdalsost,Piccolo und mehr,Dairy Products,1440
12,Pâté chinois,Simons bistro,Meat/Poultry,1440
12,Thüringer Rostbratwurst,Ernst Handel,Meat/Poultry,1386
12,Ipoh Coffee,Maison Dewey,Beverages,1380
12,Raclette Courdavault,Königlich Essen,Dairy Products,1375
12,Raclette Courdavault,Lehmanns Marktstand,Dairy Products,1375
12,Côte de Blaye,Hanari Carnes,Beverages,1317.5
12,Vegie-spread,Folies gourmandes,Condiments,1317
12,Northwoods Cranberry Sauce,Queen Cozinha,Condiments,1200
12,Mozzarella di Giovanni,Queen Cozinha,Dairy Products,1167.6
12,Wimmers gute Semmelknödel,HILARION-Abastos,Grains/Cereals,1163.75
12,Pavlova,Ernst Handel,Confections,1134.25
12,Ikura,Seven Seas Imports,Seafood,1116
12,Gudbrandsdalsost,HILARION-Abastos,Dairy Products,1094.4
12,Queso Cabrales,Seven Seas Imports,Dairy Products,1050
12,Uncle Bob's Organic Dried Pears,Ottilies Käseladen,Produce,1050
12,Perth Pasties,Seven Seas Imports,Meat/Poultry,1048
12,Mozzarella di Giovanni,Magazzini Alimentari Riuniti,Dairy Products,1044
12,Flotemysost,Frankenversand,Dairy Products,1032
12,Tarte au sucre,Morgenstern Gesundkost,Confections,986
12,Flotemysost,Hungry Owl All-Night Grocers,Dairy Products,860
12,Louisiana Hot Spiced Okra,Folk och fä HB,Condiments,850
12,Escargots de Bourgogne,Hungry Owl All-Night Grocers,Seafood,848
12,Raclette Courdavault,Wellington Importadora,Dairy Products,825
12,Wimmers gute Semmelknödel,Chop-suey Chinese,Grains/Cereals,798
12,Tarte au sucre,Bottom-Dollar Markets,Confections,788
12,Tofu,Save-a-lot Markets,Produce,781.2
12,Sir Rodney's Marmalade,Queen Cozinha,Confections,777.6
12,Manjimup Dried Apples,Princesa Isabel Vinhos,Produce,763.2
12,Gnocchi di nonna Alice,Wartian Herkku,Grains/Cereals,760
12,Gnocchi di nonna Alice,Gourmet Lanchonetes,Grains/Cereals,760
12,Chang,Ottilies Käseladen,Beverages,760
12,Tarte au sucre,Vaffeljernet,Confections,739.5
12,Mozzarella di Giovanni,Ernst Handel,Dairy Products,667.2
12,Gumbär Gummibärchen,HILARION-Abastos,Confections,655.83
12,Nord-Ost Matjeshering,Simons bistro,Seafood,647.25
12,Gorgonzola Telino,Around the Horn,Dairy Products,625
12,Gnocchi di nonna Alice,Around the Horn,Grains/Cereals,608
12,Scottish Longbreads,Vaffeljernet,Confections,600
12,Mozzarella di Giovanni,Frankenversand,Dairy Products,583.8
12,Steeleye Stout,Ernst Handel,Beverages,576
12,Sirop d'érable,Vaffeljernet,Condiments,570
12,Inlagd Sill,Magazzini Alimentari Riuniti,Seafood,570
12,Vegie-spread,Que Delícia,Condiments,561.6
12,Gnocchi di nonna Alice,Split Rail Beer & Ale,Grains/Cereals,547.2
12,Camembert Pierrot,Split Rail Beer & Ale,Dairy Products,544
12,Chef Anton's Gumbo Mix,Ernst Handel,Condiments,544
12,Manjimup Dried Apples,Seven Seas Imports,Produce,530
12,Raclette Courdavault,Santé Gourmet,Dairy Products,528
12,Outback Lager,LILA-Supermercado,Beverages,525
12,Perth Pasties,Hungry Owl All-Night Grocers,Meat/Poultry,524
12,Flotemysost,Vaffeljernet,Dairy Products,516
12,Camembert Pierrot,Around the Horn,Dairy Products,510
12,Lakkalikööri,Vaffeljernet,Beverages,504
12,Scottish Longbreads,Ottilies Käseladen,Confections,500
12,NuNuCa Nuß-Nougat-Creme,Rattlesnake Canyon Grocery,Confections,490
12,Teatime Chocolate Biscuits,QUICK-Stop,Confections,460
12,Carnarvon Tigers,Ernst Handel,Seafood,450
12,Spegesild,Ernst Handel,Seafood,432
12,Steeleye Stout,Save-a-lot Markets,Beverages,432
12,Queso Cabrales,Drachenblut Delikatessen,Dairy Products,420
12,Gorgonzola Telino,Mère Paillarde,Dairy Products,420
12,Camembert Pierrot,Berglunds snabbköp,Dairy Products,408
12,Longlife Tofu,Ernst Handel,Produce,400
12,Sir Rodney's Scones,Folies gourmandes,Confections,400
12,Ikura,Bottom-Dollar Markets,Seafood,396.8
12,Tarte au sucre,Hungry Coyote Import Store,Confections,394
12,Nord-Ost Matjeshering,Queen Cozinha,Seafood,388.35
12,Chang,Save-a-lot Markets,Beverages,380
12,Chang,Victuailles en stock,Beverages,380
12,Nord-Ost Matjeshering,Hungry Owl All-Night Grocers,Seafood,372.6
12,Outback Lager,Bottom-Dollar Markets,Beverages,360
12,Outback Lager,Hungry Owl All-Night Grocers,Beverages,360
12,Longlife Tofu,Wartian Herkku,Produce,350
12,Pavlova,Morgenstern Gesundkost,Confections,349
12,Tofu,Que Delícia,Produce,348.75
12,Mozzarella di Giovanni,Island Trading,Dairy Products,348
12,Flotemysost,Ernst Handel,Dairy Products,344
12,Louisiana Fiery Hot Pepper Sauce,Que Delícia,Condiments,336
12,Rhönbräu Klosterbier,Queen Cozinha,Beverages,325.5
12,Gorgonzola Telino,Save-a-lot Markets,Dairy Products,320
12,Queso Cabrales,Hanari Carnes,Dairy Products,315
12,Rhönbräu Klosterbier,QUICK-Stop,Beverages,310
12,Ikura,GROSELLA-Restaurante,Seafood,310
12,Gorgonzola Telino,Wolski  Zajazd,Dairy Products,300
12,Jack's New England Clam Chowder,Vaffeljernet,Seafood,289.5
12,Chartreuse verte,Seven Seas Imports,Beverages,288
12,Chartreuse verte,Folk och fä HB,Beverages,288
12,Pâté chinois,Bottom-Dollar Markets,Meat/Poultry,288
12,Tunnbröd,Frankenversand,Grains/Cereals,288
12,Zaanse koeken,Folk och fä HB,Confections,285
12,Chang,La maison d'Asie,Beverages,285
12,Singaporean Hokkien Fried Mee,Gourmet Lanchonetes,Grains/Cereals,280
12,Tofu,Hungry Coyote Import Store,Produce,279
12,Steeleye Stout,Folies gourmandes,Beverages,270
12,Spegesild,HILARION-Abastos,Seafood,268.8
12,Flotemysost,Santé Gourmet,Dairy Products,258
12,Flotemysost,Around the Horn,Dairy Products,258
12,Rogede sild,Ernst Handel,Seafood,256.5
12,Tarte au sucre,Simons bistro,Confections,246.5
12,Uncle Bob's Organic Dried Pears,Split Rail Beer & Ale,Produce,240
12,Scottish Longbreads,Folies gourmandes,Confections,225
12,Teatime Chocolate Biscuits,Wellington Importadora,Confections,220.8
12,Rössle Sauerkraut,Santé Gourmet,Produce,218.4
12,Chai,Chop-suey Chinese,Beverages,216
12,NuNuCa Nuß-Nougat-Creme,Wellington Importadora,Confections,210
12,Aniseed Syrup,Ernst Handel,Condiments,200
12,Original Frankfurter grüne Soße,LILA-Supermercado,Condiments,195
12,Valkoinen suklaa,Around the Horn,Confections,195
12,Gula Malacca,HILARION-Abastos,Condiments,194.5
12,Jack's New England Clam Chowder,Frankenversand,Seafood,193
12,Chang,Wolski  Zajazd,Beverages,190
12,Scottish Longbreads,Wolski  Zajazd,Confections,187.5
12,Ikura,The Cracker Box,Seafood,186
12,NuNuCa Nuß-Nougat-Creme,Maison Dewey,Confections,168
12,Singaporean Hokkien Fried Mee,Ernst Handel,Grains/Cereals,168
12,Camembert Pierrot,Hungry Owl All-Night Grocers,Dairy Products,163.2
12,Longlife Tofu,Chop-suey Chinese,Produce,160
12,Escargots de Bourgogne,Wolski  Zajazd,Seafood,159
12,Longlife Tofu,Victuailles en stock,Produce,150
12,Original Frankfurter grüne Soße,Vaffeljernet,Condiments,145.6
12,Sasquatch Ale,The Big Cheese,Beverages,140
12,Rhönbräu Klosterbier,Rattlesnake Canyon Grocery,Beverages,139.5
12,Jack's New England Clam Chowder,Around the Horn,Seafood,135.1
12,Gustaf's Knäckebröd,Folies gourmandes,Grains/Cereals,126
12,Gorgonzola Telino,Hanari Carnes,Dairy Products,125
12,Geitost,Ernst Handel,Dairy Products,120
12,Konbu,Königlich Essen,Seafood,120
12,Rogede sild,Seven Seas Imports,Seafood,114
12,Sasquatch Ale,Familia Arquibaldo,Beverages,112
12,Longlife Tofu,LILA-Supermercado,Produce,112
12,Filo Mix,Seven Seas Imports,Grains/Cereals,112
12,Filo Mix,Vaffeljernet,Grains/Cereals,105
12,Flotemysost,Folk och fä HB,Dairy Products,103.2
12,Tarte au sucre,Island Trading,Confections,98.6
12,Jack's New England Clam Chowder,Berglunds snabbköp,Seafood,96.5
12,Konbu,Around the Horn,Seafood,96
12,Inlagd Sill,La maison d'Asie,Seafood,91.2
12,Guaraná Fantástica,Folies gourmandes,Beverages,90
12,Guaraná Fantástica,Königlich Essen,Beverages,90
12,Uncle Bob's Organic Dried Pears,Gourmet Lanchonetes,Produce,90
12,Konbu,Drachenblut Delikatessen,Seafood,86.4
12,Gustaf's Knäckebröd,Around the Horn,Grains/Cereals,84
12,Maxilaku,Seven Seas Imports,Confections,80
12,Sir Rodney's Scones,Princesa Isabel Vinhos,Confections,80
12,Scottish Longbreads,Split Rail Beer & Ale,Confections,80
12,NuNuCa Nuß-Nougat-Creme,Save-a-lot Markets,Confections,78.4
12,Rhönbräu Klosterbier,GROSELLA-Restaurante,Beverages,77.5
12,Jack's New England Clam Chowder,Que Delícia,Seafood,61.6
12,Tourtière,Hungry Coyote Import Store,Meat/Poultry,59
12,Filo Mix,Around the Horn,Grains/Cereals,56
12,Rhönbräu Klosterbier,Ernst Handel,Beverages,54.25
12,Guaraná Fantástica,Santé Gourmet,Beverages,54
12,Guaraná Fantástica,Familia Arquibaldo,Beverages,54
12,Tourtière,Seven Seas Imports,Meat/Poultry,52.15
12,Konbu,Hungry Coyote Import Store,Seafood,48
12,Tourtière,Que Delícia,Meat/Poultry,44.7
12,Louisiana Fiery Hot Pepper Sauce,Victuailles en stock,Condiments,42.1
12,Laughing Lumberjack Lager,The Cracker Box,Beverages,42
12,Chartreuse verte,Magazzini Alimentari Riuniti,Beverages,36
12,Singaporean Hokkien Fried Mee,Suprêmes délices,Grains/Cereals,28
12,Gorgonzola Telino,Folk och fä HB,Dairy Products,25
12,Tourtière,Wartian Herkku,Meat/Poultry,22.35
12,Tourtière,Wolski  Zajazd,Meat/Poultry,22.35
12,Boston Crab Meat,Franchi S.p.A.,Seafood,18.4
12,Gorgonzola Telino,Cactus Comidas para llevar,Dairy Products,12.5
